product_name,review_rating,review_count,skin_type,review_text,url
[9월 올영픽][대용량] 파티온 노스카나인 트러블 크림 75ml 기획(+5ml),,53,없음,리뷰 수집 실패: review_tab_not_found,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265234&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=10
[26년신형/올인원 케어] 달바 화이트 트러플 더블 세럼 앤 크림 70g,,,없음,리뷰 수집 실패: review_component_or_items_not_loaded,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000268116&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=1
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),2,"1,899",복합성,아침에 쓰지마셈 흡수 겁나 안돼고 끈적임 그리고 이거 바르고 자면 여드름 올라옴 진짜 개빡!빡!빡!!!!!!침 나 외국에선 겁나 유명하고 많이 쓰던데 왜쓰는지 이해안감 ㅇㅇ 나 너무 짜증나서 머리털다빠질거같은니까여기서마칠거임ㅈㅅ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),5,"1,899",없음,"55g 본품에 4.5g 미니 2개까지 함께 들어 있어 구성도 알차고 여행이나 외출할 때 미니 사이즈를 챙기기 좋아요. 크림 안에 캡슐이 들어 있는 제형이라 사용하는 재미도 있고, 피부에 부드럽게 펴 발리면서 촉촉하게 마무리되는 느낌이 좋았어요. 바른 후 피부가 건조하지 않고 매끈하게 정돈되는 느낌이라 데일리 보습 크림으로 사용하기 괜찮았어요. 특히 피부가 푸석하게 느껴지는 날 사용하면 촉촉함을 채워주는 느낌이라 만족스러웠어요. 꾸준히 보습과 탄력 케어를 하고 싶은 분들에게 추천하고 싶은 제품이에요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),5,"1,899",복합성,단지형이고 캡슐이랑 젤크림이 따로라 퍼서 쓰는게 귀찮지만 그걸 감수할만큼 제품력은 좋았음 속건조 잡아주는데 좋았고 아침에써도 화장이 안밀려서 좋았음!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),5,"1,899",없음,"건성 피부인데 자극 없이 순하게 사용할 수 있어서 좋았어요 밤에 바르고 자면 다음날 아침까지 촉촉함이 남아 있는 편이고, 아침에 세안할 때도 피부가 평소보다 부드럽고 매끈하게 느껴져서 보습감이 꽤 오래가는 느낌이었어요 제형도 부담스럽게 따갑거나 자극적이지 않아서 데일리 보습크림으로 사용하기 좋았고, 건조할 때 듬뿍 발라도 좋아요 +메디큐브 물방울 디바이스랑 같아 사용해도 좋어요",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),5,"1,899",없음,이제는 나이가 있으니 이런 관리용 크림이 눈에 들어오네요 기기랑 잘 써봐야겠어요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),3,"1,899",없음,여배우 크림이라고는 하지만 매우 친환경적인 포장! 선물하기에는 비루해요.. Made in Korea인데 국산 다른 크림들이랑 차별화된 점은 없는 듯,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),5,"1,899",없음,"메디큐브 제품을 평소 관심 있게 보고 있어서 이번에 같이 주문해봤어요. 크림 안에 캡슐이 들어 있는 형태라 사용하는 재미도 있고, 손으로 덜어 피부에 펴 바르기 편했습니다. 처음에는 캡슐이 들어 있어서 제형이 조금 독특할 것 같았는데 직접 사용해보니 생각보다 자연스럽게 섞여서 바르기 괜찮았어요. 너무 무겁게 느껴지는 크림은 부담스러운데 적당히 촉촉하게 마무리되는 느낌이라 저녁 스킨케어 마지막 단계에 사용하기 좋았습니다. 같이 들어 있는 마스크도 한 번 사용해볼 수 있어서 구성 자체가 마음에 들었어요. 용량도 매일 조금씩 사용하기에 적당한 편이고, 디자인도 깔끔해서 화장대에 올려두기 좋네요. 아직 꾸준히 사용해봐야겠지만 전체적으로 첫인상은 만족스러웠고, 사용감이 괜찮아서 당분간 계속 사용해보려고 합니다.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
[여배우 물광크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea+앰플 마스크 1ea),4,"1,899",없음,흡수가 좋고 수분감이 뛰어나요 완전 건성들을 위한 템 미백을 그닥..? ㅎ 인거 같고 아주 살짝 0.00001% 미백 효과 잇는거 같은데 보습을 너무 잘해줬어요 완전 꾸덕하고 저녁에 스킨케어용으로 쓰는게 조아용,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000265815&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=4
