product_name,review_rating,review_count,skin_type,review_text,url
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,4,18,없음,레티날 1000 다 쓰고 1500 구매했어요 안정화가 잘 되어 있어서 자극이 전혀 없이 순하고 촉촉해요 용기 끝이 뽀죡해서 양조절이 편해요 몇 일 안써서 주름개선 효과는 잘 모르겠지만 효과가 있으면 좋겠어요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,없음,솔직히 용량에 비해 비싸긴 한데… 효과 있는 것 같아요!!! 바르고 잔 다음날 보면 피부가 탱탱합니다 ^..^ 화장품으로 이런 효과를 보다니 레티날이 좋긴 좋네요! 레티놀 잘 맞으셨던 분들이 레티날도 발라보시면 좋을 것 같아요! 용량이 적어서 금방 쓸거같은데 다음에 또 사게 될 것 같아요ㅜㅜ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,4,18,없음,기존 레티놀보다 레티날은 사용했더니 자극이 더 있네요. 용량을 조금씩 늘려야 될 듯합니다.,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,없음,배송도 빠르고 아직 써보진 않았지만 효과좋으면 재구매할께요ㅎ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,복합성,1000짜리 세통사용하고 단계 올려야겠어서 1500짜리 사봤습니다! 아직 1000짜리 남아있어서 한달후에 1500짜리 리뷰 써볼게용~!!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,없음,레티놀 잘 쓰다가 끝판왕인 레티날 고강도 제품을 사봅니다. 어떻게든 노화를 막고 싶은 저의 마음이에요. 효과가 좋길 바랍니다. 꾸준히 써 볼게요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,없음,매번 시용하는 제품이예요. 올영세일에 저렴히 사용해서 너무 좋아요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,4,18,없음,고강도레티날이라고 해서 자극이 좀 있겠다 싶었는데 아무렇지도 않아요~ 아 저는 목에 바르려고 샀어요~ 담에는 얼굴에도 발라보겠어요~,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,복합성,목주름에 쓰려고 샀습니다 효과가 좋으면 비싸도 계속 살거에요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[고강도레티날] 닥터디퍼런트 레티날 1500 시그니처 크림 30g,5,18,없음,닥터디퍼런트 워낙 인기많아서 고농도 레티놀이라.걱정되지만 사봣어ᄋᆢ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262882&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=24
[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),5,"3,781",건성,"피부가 건조하고 컨디션이 떨어질 때마다 장벽 케어용 크림을 찾게 되는데, 셀트리온 지피덤 EGF 스킨 배리어 인텐시브 크림은 사용감이 마음에 들어요 :) 제형은 너무 묽지도, 꾸덕하지도 않은 부드러운 크림 타입이라 얼굴에 펴 바르기 편하고 생각보다 답답하거나 무겁게 남지 않았어요. 바르고 나면 피부에 얇은 보습막이 생긴 듯 촉촉하고 편안한 느낌이라 특히 저녁 스킨케어 마지막 단계에 손이 자주 갑니다. 저는 피부가 건조해서 메이크업 전에 크림을 많이 바르면 밀리는 경우도 있는데, 이건 적당량만 사용하면 아침에도 부담스럽지 않았어요. 80ml 본품이라 용량도 넉넉하고, 15ml 미니 크림과 앰플까지 함께 들어 있어 구성이 알차더라고요. 여행이나 외출할 때 미니 사이즈 챙기기에도 좋을 듯해요. 자극적인 사용감 없이 촉촉하게 피부 컨디션을 관리하고 싶을 때 꾸준히 사용해 보기 좋은 크림이라 만족합니다!",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248363&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3
[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),5,"3,781",지성,피부과 원장님이 추천해서 새우의 보았는데 정말 순하고 괜찮더라구요 지금 두통째 사용 중인데 저는 건조한 바디에도 부분적으로 바르고 있는데 환절기에 정말 괜찮더라구요. 수분감 채워 주고 진정되는거 같아서 너무 좋아요 조금 붉은거 올라오면 듬뿍 바르고 자면 괜찮았어요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248363&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3
[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),5,"3,781",없음,"제 인생템,, 지금 5통이상 계속 쓰고있는 제품인데 너무 좋아요!!!ㅎㅎ 일단 수부지에 민감성이라 제품이 오일리하거나 자극적이면 바로 트러블 올라오는편인데 이거는 유일하게 트러블 안올라와요!!ㅎㅎ 그만큼 제품이 순하고 너무 좋아요~~ㅎㅎㅎ 제가 손 얼굴이 자주 트는데 바르자마자 건조한거 싹 잡아주고 장벽 튼튼해지는게 느껴집니다!!! 쓰고 많이 피부 튼튼해졌어요 ~~ㅎㅎ 완전 강추요!!!",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248363&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3
[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),5,"3,781",없음,"요즘 피부가 건조하고 예민하게 느껴질 때 사용해봤는데, 크림이 부드럽게 펴 발리면서 피부에 편안하게 밀착되는 느낌이 좋았어요! 사용 후에는 겉도는 끈적임 없이 촉촉함이 오래 유지됐고, 건조해서 당기던 피부도 한결 편안하고 진정되는 느낌이라 만족하며 사용하고 있어요 ㅎ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248363&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3
[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),5,"3,781",건성,건성이면 믿고 구매 ㄱ 특히 겨울에 더 빛을 볼 제품 주변 지인들한테도 많이 추천한 ㄹㅇ 찐템 날 좀 쌀쌀해지니까 다시 찾게되어서 재재재구매 진행시킴 건성 기준 유수분 밸런스 잘 맞춰서 막을 씌워주는듯한 진정크림 재생크림류라 뻑뻑한 편이지만 잘 흡수되고 유분기 심하지 않아서 뾰루지 올라오는 것도 없음!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248363&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3
